0.000000, 1, 47.723319
0.000000, 2, 64.011320
0.000000, 3, 57.827942
0.000000, 4, 43.165663
0.000000, 5, 87.865147
0.000000, 6, 23.863465
0.000000, 7, 42.766261
0.000000, 8, 46.997900
0.000000, 9, 40.391593
0.000000, 10, 53.993578
0.000000, 1, 46.754823
0.000000, 2, 53.418710
0.000000, 3, 42.452811
0.000000, 4, 62.720205
0.000000, 5, 43.900703
0.000000, 6, 36.001402
0.000000, 7, 49.391502
0.000000, 8, 39.236763
0.000000, 9, 45.287528
0.000000, 10, 60.990197
0.000000, 1, 28.523319
0.000000, 2, 34.358554
0.000000, 3, 26.696814
0.000000, 4, 41.337454
0.000000, 5, 30.417978
0.000000, 6, 20.934793
0.000000, 7, 25.667299
0.000000, 8, 26.155632
0.000000, 9, 26.585448
0.000000, 10, 36.921190
0.000000, 1, 25.079060
0.000000, 2, 31.399502
0.000000, 3, 24.421435
0.000000, 4, 34.006358
0.000000, 5, 28.755580
0.000000, 6, 14.865439
0.000000, 7, 21.772330
0.000000, 8, 24.125851
0.000000, 9, 22.795172
0.000000, 10, 32.809839
0.000000, 1, 25.888666
0.000000, 2, 32.573685
0.000000, 3, 25.943666
0.000000, 4, 32.382864
0.000000, 5, 30.994000
0.000000, 6, 13.405293
0.000000, 7, 22.010722
0.000000, 8, 25.586941
0.000000, 9, 22.910112
0.000000, 10, 33.139256
1.000000, 1, 46.664287
1.000000, 2, 61.810821
1.000000, 3, 56.699594
1.000000, 4, 42.774508
1.000000, 5, 88.886460
1.000000, 6, 24.259484
1.000000, 7, 43.170257
1.000000, 8, 46.756373
1.000000, 9, 40.863049
1.000000, 10, 53.635727
1.000000, 1, 46.989857
1.000000, 2, 54.935297
1.000000, 3, 39.592756
1.000000, 4, 60.846790
1.000000, 5, 44.581597
1.000000, 6, 35.702791
1.000000, 7, 49.415115
1.000000, 8, 39.698891
1.000000, 9, 44.451583
1.000000, 10, 61.114530
1.000000, 1, 29.019834
1.000000, 2, 34.963804
1.000000, 3, 23.718814
1.000000, 4, 40.734167
1.000000, 5, 31.100387
1.000000, 6, 19.953188
1.000000, 7, 24.584882
1.000000, 8, 26.585594
1.000000, 9, 25.904943
1.000000, 10, 37.075837
1.000000, 1, 25.469459
1.000000, 2, 31.822518
1.000000, 3, 21.400534
1.000000, 4, 33.218105
1.000000, 5, 29.443249
1.000000, 6, 13.919405
1.000000, 7, 20.618877
1.000000, 8, 24.532126
1.000000, 9, 22.212256
1.000000, 10, 32.910829
1.000000, 1, 26.193767
1.000000, 2, 32.856776
1.000000, 3, 22.875647
1.000000, 4, 31.498638
1.000000, 5, 31.681947
1.000000, 6, 12.503811
1.000000, 7, 20.831159
1.000000, 8, 25.967382
1.000000, 9, 22.402793
1.000000, 10, 33.202981
2.000000, 1, 47.251113
2.000000, 2, 69.515355
2.000000, 3, 54.802238
2.000000, 4, 41.276861
2.000000, 5, 88.867822
2.000000, 6, 23.271666
2.000000, 7, 49.988066
2.000000, 8, 46.054077
2.000000, 9, 45.566939
2.000000, 10, 53.206261
2.000000, 1, 48.499559
2.000000, 2, 65.616004
2.000000, 3, 41.681981
2.000000, 4, 59.598450
2.000000, 5, 43.131313
2.000000, 6, 36.125579
2.000000, 7, 58.918734
2.000000, 8, 38.783222
2.000000, 9, 48.946203
2.000000, 10, 61.141870
2.000000, 1, 30.868645
2.000000, 2, 44.652796
2.000000, 3, 25.703379
2.000000, 4, 40.720858
2.000000, 5, 29.653686
2.000000, 6, 19.660858
2.000000, 7, 32.875722
2.000000, 8, 25.640250
2.000000, 9, 30.593071
2.000000, 10, 37.158084
2.000000, 1, 27.206739
2.000000, 2, 41.322482
2.000000, 3, 23.343763
2.000000, 4, 33.017591
2.000000, 5, 28.001796
2.000000, 6, 13.666663
2.000000, 7, 28.836174
2.000000, 8, 23.563452
2.000000, 9, 26.998515
2.000000, 10, 32.938329
2.000000, 1, 27.840590
2.000000, 2, 42.213748
2.000000, 3, 24.773031
2.000000, 4, 31.202400
2.000000, 5, 30.240631
2.000000, 6, 12.297397
2.000000, 7, 29.020373
2.000000, 8, 24.973167
2.000000, 9, 27.264922
2.000000, 10, 33.192442
3.000000, 1, 46.659087
3.000000, 2, 68.492481
3.000000, 3, 59.503819
3.000000, 4, 42.678384
3.000000, 5, 88.184009
3.000000, 6, 26.636982
3.000000, 7, 49.612347
3.000000, 8, 47.386437
3.000000, 9, 45.701065
3.000000, 10, 53.213224
3.000000, 1, 48.831338
3.000000, 2, 67.745065
3.000000, 3, 47.401053
3.000000, 4, 60.423860
3.000000, 5, 42.347806
3.000000, 6, 39.874302
3.000000, 7, 59.958440
3.000000, 8, 40.356684
3.000000, 9, 48.275193
3.000000, 10, 61.575704
3.000000, 1, 31.618607
3.000000, 2, 45.700852
3.000000, 3, 31.331249
3.000000, 4, 42.744875
3.000000, 5, 28.875760
3.000000, 6, 22.661387
3.000000, 7, 32.584502
